text,category,cleaned_text
The hotel has a great massage.,Recreation,hotel great massage
Sleeping was hard because of the sink.,Rooms,sleeping hard sink
The coffee presentation was raw.,Food,coffee presentation raw
Breakfast buffet had amazing sauce.,Food,breakfast buffet amazing sauce
We were greeted by a slow receptionist.,Services,greeted slow receptionist
Sleeping was hard because of the door.,Rooms,sleeping hard door
The hotel has a great tour.,Recreation,hotel great tour
Great fish but the pasta was tasty.,Food,great fish pasta tasty
"Service was professional, especially the service personnel.",Services,service professional especially service personnel
Evening pool was overcrowded.,Recreation,evening pool overcrowded
We waited too long for the service personnel.,Services,waited long service personnel
Dining experience was bad because of the hot gastronomy.,Food,dining experience bad hot gastronomy
The hotel has a great tennis court.,Recreation,hotel great tennis court
The lavatory in my room was old.,Rooms,lavatory room old
Breakfast buffet had amazing breakfast.,Food,breakfast buffet amazing breakfast
The manager was very ignored.,Services,manager ignored
Our room was very noisy and had a great carpet.,Rooms,room noisy great carpet
The staff at the front desk were rude.,Services,staff front desk rude
Dining experience was bad because of the tasteless rice.,Food,dining experience bad tasteless rice
We spent all day at the spa.,Recreation,spent day spa
Check-in was polite thanks to the staff.,Services,checkin polite thanks staff
Housekeeping did not clean the decor.,Rooms,housekeeping not clean decor
The porter was very careless.,Services,porter careless
The fish was meager.,Food,fish meager
The tennis court equipment was fun.,Recreation,tennis court equipment fun
Evening pool was fun.,Recreation,evening pool fun
We ate at the restaurant and had fish.,Food,ate restaurant fish
The waiter was very friendly.,Services,waiter friendly
The hotel has a great kids club.,Recreation,hotel great kid club
The music area was overcrowded.,Recreation,music area overcrowded
Amazing hospitality from the driver.,Services,amazing hospitality driver
We waited too long for the cleaning staff.,Services,waited long cleaning staff
The spa area was unsafe.,Recreation,spa area unsafe
We ate at the restaurant and had burger.,Food,ate restaurant burger
The window made the stay clean.,Rooms,window made stay clean
The beach area was dirty.,Recreation,beach area dirty
The music area was crowded.,Recreation,music area crowded
Amazing hospitality from the waiter.,Services,amazing hospitality waiter
The buffet was delicious.,Food,buffet delicious
We ate at the restaurant and had cake.,Food,ate restaurant cake
Dining experience was bad because of the mediocre menu options.,Food,dining experience bad mediocre menu option
Room service brought us cold rice.,Food,roomservice brought u cold rice
The toilet in my room was smelly.,Rooms,toilet room smelly
The hotel has a great pool.,Recreation,hotel great pool
Swimming in the club was the highlight.,Recreation,swimming club highlight
Breakfast buffet had amazing cake.,Food,breakfast buffet amazing cake
The music area was fun.,Recreation,music area fun
The kids club equipment was crowded.,Recreation,kid club equipment crowded
I ordered cake and it tasted non-existent.,Food,ordered cake tasted nonexistent
Evening club was relaxing.,Recreation,evening club relaxing
The staff at the front desk were fast.,Services,staff front desk fast
"Service was careless, especially the waiter.",Services,service careless especially waiter
Evening fitness area was dangerous.,Recreation,evening fitness area dangerous
The balcony in my room was trapping.,Rooms,balcony room trapping
The sink in my room was tiny.,Rooms,sink room tiny
We waited too long for the porter.,Services,waited long porter
Housekeeping did not clean the bed.,Rooms,housekeeping not clean bed
Bathroom carpet was dusty.,Rooms,bathroom carpet dusty
The staff at the front desk were helpful.,Services,staff front desk helpful
"Don't miss the spa, it is clean.",Recreation,dont miss spa clean
We spent all day at the club.,Recreation,spent day club
Our room was very noisy and had a great TV.,Rooms,room noisy great tv
"Don't miss the fitness area, it is lacking.",Recreation,dont miss fitness area lacking
Breakfast buffet had amazing curry.,Food,breakfast buffet amazing curry
The tennis court area was amazing.,Recreation,tennis court area amazing
The steak was tasteless.,Food,steak tasteless
My kids loved the aquatic facility.,Recreation,kid loved aquatic facility
The hotel has a great kids club.,Recreation,hotel great kid club
Room service brought us cold dining.,Food,roomservice brought u cold dining
I complained to the bartender.,Services,complained bartender
The hotel has a great wellness center.,Recreation,hotel great wellness center
We were greeted by a attentive receptionist.,Services,greeted attentive receptionist
Swimming in the club was the highlight.,Recreation,swimming club highlight
We spent all day at the tennis court.,Recreation,spent day tennis court
Swimming in the fitness area was the highlight.,Recreation,swimming fitness area highlight
The curry presentation was salty.,Food,curry presentation salty
My kids loved the entertainment.,Recreation,kid loved entertainment
The staff at the front desk were warm.,Services,staff front desk warm
The staff at the front desk were warm.,Services,staff front desk warm
Our room was very modern and had a great lavatory.,Rooms,room modern great lavatory
Check-in was professional thanks to the concierge.,Services,checkin professional thanks concierge
Room service brought us cold bread.,Food,roomservice brought u cold bread
Check-in was professional thanks to the receptionist.,Services,checkin professional thanks receptionist
"The suite needs renovation, especially the acoustics.",Rooms,suite need renovation especially acoustic
Dining experience was bad because of the spicy steak.,Food,dining experience bad spicy steak
Dining experience was bad because of the spicy fish.,Food,dining experience bad spicy fish
The driver was very slow.,Services,driver slow
The staff at the front desk were friendly.,Services,staff front desk friendly
"Don't miss the spa, it is amazing.",Recreation,dont miss spa amazing
The staff at the front desk were friendly.,Services,staff front desk friendly
Our room was very worn out and had a great sink.,Rooms,room worn great sink
The buffet presentation was fresh.,Food,buffet presentation fresh
"We loved the furniture, it was so smelly.",Rooms,loved furniture smelly
Amazing hospitality from the cleaning staff.,Services,amazing hospitality cleaning staff
Sleeping was hard because of the AC.,Rooms,sleeping hard ac
I complained to the staff.,Services,complained staff
We waited too long for the concierge.,Services,waited long concierge
My kids loved the excursion.,Recreation,kid loved excursion
The massage equipment was unsafe.,Recreation,massage equipment unsafe
Swimming in the entertainment was the highlight.,Recreation,swimming entertainment highlight
The porter was very attentive.,Services,porter attentive
We spent all day at the excursion.,Recreation,spent day excursion
The culinary experience presentation was exquisite.,Food,culinary experience presentation exquisite
We waited too long for the service personnel.,Services,waited long service personnel
Swimming in the bar was the highlight.,Recreation,swimming bar highlight
The spa area was expensive.,Recreation,spa area expensive
"Service was rude, especially the front desk agent.",Services,service rude especially front desk agent
Breakfast buffet had amazing beer.,Food,breakfast buffet amazing beer
"The suite needs renovation, especially the decor.",Rooms,suite need renovation especially decor
We spent all day at the kids club.,Recreation,spent day kid club
"The suite needs renovation, especially the sheets.",Rooms,suite need renovation especially sheet
The tennis court area was dangerous.,Recreation,tennis court area dangerous
I complained to the service personnel.,Services,complained service personnel
The club equipment was overcrowded.,Recreation,club equipment overcrowded
The coffee presentation was stale.,Food,coffee presentation stale
The manager was very slow.,Services,manager slow
Housekeeping did not clean the view.,Rooms,housekeeping not clean view
The bread presentation was hot.,Food,bread presentation hot
"We loved the shower, it was so smelly.",Rooms,loved shower smelly
"Don't miss the beach, it is relaxing.",Recreation,dont miss beach relaxing
My kids loved the pool.,Recreation,kid loved pool
I ordered sauce and it tasted cold.,Food,ordered sauce tasted cold
"We loved the toilet, it was so broken.",Rooms,loved toilet broken
Room service brought us cold breakfast.,Food,roomservice brought u cold breakfast
Bathroom view was clean.,Rooms,bathroom view clean
The hotel has a great gym.,Recreation,hotel great gym
