text,category,action
"Room maintenance is poor, shower kept making noise.",Rooms,Inspect Room & Maintenance
"We were bored, the entertainment needs an upgrade.",Recreation,Upgrade Pool & Activities
"Staff training is needed, staff was mean.",Services,Staff Training Required
The TV makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
We found the soup to be undercooked and tasteless.,Food,Review Menu & Kitchen Quality
"Staff training is needed, employee was unprofessional.",Services,Staff Training Required
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
"Terrible dining experience, cake lacked flavor.",Food,Review Menu & Kitchen Quality
"Zero service at the beach bar, we waited 20 mins.",Services,Staff Training Required
The pizza was bland.,Food,Review Menu & Kitchen Quality
Nobody at the pool bar seemed interested in serving us.,Services,Staff Training Required
The wifi in my room was damp.,Rooms,Inspect Room & Maintenance
The pool was very cold.,Recreation,Upgrade Pool & Activities
The spa was very small.,Recreation,Upgrade Pool & Activities
"Staff training is needed, bartender was unhelpful.",Services,Staff Training Required
"Staff training is needed, receptionist was lazy.",Services,Staff Training Required
I ordered curry but it was waste of money.,Food,Review Menu & Kitchen Quality
I cannot get the safe to lock.,Rooms,Inspect Room & Maintenance
"Staff training is needed, cleaning staff was mean.",Services,Staff Training Required
The curtain smells like wet dog.,Rooms,Inspect Room & Maintenance
"Nothing to do here, kids club is expensive.",Recreation,Upgrade Pool & Activities
"Staff training is needed, server was arrogant.",Services,Staff Training Required
"Disappointed with the games, it was useless.",Recreation,Upgrade Pool & Activities
"Disappointed with the beach, it was closed.",Recreation,Upgrade Pool & Activities
"Disappointed with the activities, it was boring.",Recreation,Upgrade Pool & Activities
I asked for a towel at the pool but the staff ignored us.,Services,Staff Training Required
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
Room 201 has a damaged lock.,Rooms,Inspect Room & Maintenance
"We had issues with the sink, it was damaged.",Rooms,Inspect Room & Maintenance
"Hotel needs more fun, bar was dirty.",Recreation,Upgrade Pool & Activities
The tennis court area is dirty and needs attention.,Recreation,Upgrade Pool & Activities
"Service was terrible, the bartender scolded me.",Services,Staff Training Required
"Hotel needs more fun, gym was expensive.",Recreation,Upgrade Pool & Activities
We were treated poorly by a rude bellboy.,Services,Staff Training Required
Very slow behavior from the concierge.,Services,Staff Training Required
The entertainment was very closed.,Recreation,Upgrade Pool & Activities
The fan in my room was old.,Rooms,Inspect Room & Maintenance
I cannot get the safe to lock.,Rooms,Inspect Room & Maintenance
"Hotel needs more fun, bar was crowded.",Recreation,Upgrade Pool & Activities
The window in my room was smelly.,Rooms,Inspect Room & Maintenance
I ordered steak but it was not good.,Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
I ordered pizza but it tasted terrible.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, chicken made me sick.",Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, curry was stale.",Food,Review Menu & Kitchen Quality
We found the cake to be cold and stale.,Food,Review Menu & Kitchen Quality
"Nothing to do here, gym is small.",Recreation,Upgrade Pool & Activities
The beach was very small.,Recreation,Upgrade Pool & Activities
"Nothing to do here, tennis court is useless.",Recreation,Upgrade Pool & Activities
Room 201 has a dusty shower.,Rooms,Inspect Room & Maintenance
We found the soup to be undercooked and salty.,Food,Review Menu & Kitchen Quality
We were treated poorly by a angry bellboy.,Services,Staff Training Required
The kids club area is boring and needs attention.,Recreation,Upgrade Pool & Activities
We were treated poorly by a unhelpful concierge.,Services,Staff Training Required
We found the fish to be dry and raw.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, pizza tasted terrible.",Food,Review Menu & Kitchen Quality
I ordered coffee but it was waste of money.,Food,Review Menu & Kitchen Quality
"We were bored, the beach needs an upgrade.",Recreation,Upgrade Pool & Activities
"Please fix the bed, it is damp.",Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, fish was dry.",Food,Review Menu & Kitchen Quality
"We were bored, the spa needs an upgrade.",Recreation,Upgrade Pool & Activities
"Service was terrible, the waiter yelled at me.",Services,Staff Training Required
We found the soup to be bland and undercooked.,Food,Review Menu & Kitchen Quality
"We had issues with the sheets, it was noisy.",Rooms,Inspect Room & Maintenance
I ordered dessert but it made me sick.,Food,Review Menu & Kitchen Quality
The guy at the pool was very unhelpful.,Services,Staff Training Required
"We were bored, the tennis court needs an upgrade.",Recreation,Upgrade Pool & Activities
The gym was very empty.,Recreation,Upgrade Pool & Activities
The manager was extremely impolite.,Services,Staff Training Required
"Bathroom was disgusting, balcony was wet.",Rooms,Inspect Room & Maintenance
The dessert was overcooked.,Food,Review Menu & Kitchen Quality
I ordered steak but it lacked flavor.,Food,Review Menu & Kitchen Quality
"Service was terrible, the server kept us waiting.",Services,Staff Training Required
"Hotel needs more fun, bar was dirty.",Recreation,Upgrade Pool & Activities
The games was very expensive.,Recreation,Upgrade Pool & Activities
"Disappointed with the entertainment, it was dirty.",Recreation,Upgrade Pool & Activities
"Staff training is needed, receptionist was mean.",Services,Staff Training Required
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
The lock makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
Nobody at the spa desk seemed interested in serving us.,Services,Staff Training Required
The staff was extremely mean.,Services,Staff Training Required
"Kitchen needs improvement, burger was burned.",Food,Review Menu & Kitchen Quality
"Nothing to do here, beach is empty.",Recreation,Upgrade Pool & Activities
"We were bored, the activities needs an upgrade.",Recreation,Upgrade Pool & Activities
"Zero service at the lounge, we waited 20 mins.",Services,Staff Training Required
The music area is empty and needs attention.,Recreation,Upgrade Pool & Activities
The gym area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
The music area is dirty and needs attention.,Recreation,Upgrade Pool & Activities
"We were bored, the kids club needs an upgrade.",Recreation,Upgrade Pool & Activities
"Kitchen needs improvement, tea was salty.",Food,Review Menu & Kitchen Quality
"Room maintenance is poor, AC kept failing.",Rooms,Inspect Room & Maintenance
"We had issues with the AC, it was moldy.",Rooms,Inspect Room & Maintenance
"Terrible dining experience, chicken made me sick.",Food,Review Menu & Kitchen Quality
"Service was terrible, the employee was on their phone.",Services,Staff Training Required
The window in my room was broken.,Rooms,Inspect Room & Maintenance
"Service was terrible, the server rolled their eyes.",Services,Staff Training Required
"Disappointed with the kids club, it was small.",Recreation,Upgrade Pool & Activities
I asked for a towel at the pool but the staff rolled their eyes.,Services,Staff Training Required
The gym area is empty and needs attention.,Recreation,Upgrade Pool & Activities
"We were bored, the entertainment needs an upgrade.",Recreation,Upgrade Pool & Activities
The dessert was overcooked.,Food,Review Menu & Kitchen Quality
"Disappointed with the gym, it was boring.",Recreation,Upgrade Pool & Activities
I cannot get the balcony door to close.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, door kept leaking.",Rooms,Inspect Room & Maintenance
The guy at the gym was very lazy.,Services,Staff Training Required
We found the tea to be cold and salty.,Food,Review Menu & Kitchen Quality
"Disappointed with the kids club, it was empty.",Recreation,Upgrade Pool & Activities
Room 201 has a smells like dog bed.,Rooms,Inspect Room & Maintenance
"Staff training is needed, manager was rude.",Services,Staff Training Required
The room smells like smoke.,Rooms,Inspect Room & Maintenance
"Service was terrible, the staff was on their phone.",Services,Staff Training Required
"Hotel needs more fun, music was crowded.",Recreation,Upgrade Pool & Activities
We were treated poorly by a slow bellboy.,Services,Staff Training Required
Room 201 has a wont lock AC.,Rooms,Inspect Room & Maintenance
"We had issues with the carpet, it was stained.",Rooms,Inspect Room & Maintenance
The entertainment area is cold and needs attention.,Recreation,Upgrade Pool & Activities
We found the steak to be inadible and oily.,Food,Review Menu & Kitchen Quality
The guy at the tennis court was very incompetent.,Services,Staff Training Required
The games area is useless and needs attention.,Recreation,Upgrade Pool & Activities
"Terrible dining experience, rice was disappointing.",Food,Review Menu & Kitchen Quality
The air conditioner in my room was noisy.,Rooms,Inspect Room & Maintenance
The guy at the pool was very unprofessional.,Services,Staff Training Required
I ordered coffee but it was not good.,Food,Review Menu & Kitchen Quality
I complained to the server but they forgot our order.,Services,Staff Training Required
The spa was very empty.,Recreation,Upgrade Pool & Activities
"Kitchen needs improvement, buffet was cold.",Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff did check on us.,Services,Staff Training Required
I asked for a towel at the pool but the staff argued with us.,Services,Staff Training Required
The curtain smells like sewage.,Rooms,Inspect Room & Maintenance
We were treated poorly by a slow bellboy.,Services,Staff Training Required
"We had issues with the window, it was moldy.",Rooms,Inspect Room & Maintenance
"Disappointed with the beach, it was crowded.",Recreation,Upgrade Pool & Activities
I cannot get the main door to close.,Rooms,Inspect Room & Maintenance
"Disappointed with the gym, it was closed.",Recreation,Upgrade Pool & Activities
"Bathroom was disgusting, fan was smelly.",Rooms,Inspect Room & Maintenance
Room 201 has a not working lights.,Rooms,Inspect Room & Maintenance
The music was very closed.,Recreation,Upgrade Pool & Activities
I cannot get the safe to lock.,Rooms,Inspect Room & Maintenance
The curry was oily.,Food,Review Menu & Kitchen Quality
We found the breakfast to be tasteless and stale.,Food,Review Menu & Kitchen Quality
I ordered curry but it made me sick.,Food,Review Menu & Kitchen Quality
"Disappointed with the activities, it was useless.",Recreation,Upgrade Pool & Activities
"Disappointed with the beach, it was expensive.",Recreation,Upgrade Pool & Activities
We found the soup to be undercooked and stale.,Food,Review Menu & Kitchen Quality
The activities was very crowded.,Recreation,Upgrade Pool & Activities
Room 201 has a stained bed.,Rooms,Inspect Room & Maintenance
I ordered cake but it was not fresh.,Food,Review Menu & Kitchen Quality
The gym was very expensive.,Recreation,Upgrade Pool & Activities
The beach was very empty.,Recreation,Upgrade Pool & Activities
The steak was cold.,Food,Review Menu & Kitchen Quality
