text,action,category,cleaned_text,char_count,word_count,sentiment_score
The plates were dirty and had leftover food stains. Terrible.,Inspect Kitchen Hygiene,Food,the plate were dirty and had leftover food stain terrible,61,10,-2
"Action needed: Need better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,action needed need better lighting the room is too dim,57,10,0
Action needed: Tiles around the pool are broken and sharp.,Pool Maintenance,Recreation,action needed tile around the pool are broken and sharp,58,10,-1
"Honestly, food was cold when it arrived at the table.",Revise Menu Quality,Food,honestly food wa cold when it arrived at the table,53,10,-1
"Honestly, staff didn't know the ingredients of the dishes.",Staff Training (Food),Food,honestly staff didnt know the ingredient of the dish,58,9,0
Not happy. Saw ants marching across the bathroom sink.,Pest Control Investigation,Rooms,not happy saw ant marching across the bathroom sink,54,9,0
Feedback: Not enough weights for a proper workout.,Update Gym Equipment,Recreation,feedback not enough weight for a proper workout,50,8,0
Review: They refused to accept my voucher.,Compensate Guest,Food,review they refused to accept my voucher,42,7,0
Glass had lipstick marks on it. Terrible.,Inspect Kitchen Hygiene,Food,glass had lipstick mark on it terrible,41,7,-1
Not happy. There was a spider on the pillow.,Pest Control Investigation,Rooms,not happy there wa a spider on the pillow,44,9,0
"Not happy. Worst dining experience ever, I expect compensation.",Compensate Guest,Food,not happy worst dining experience ever i expect compensation,63,9,-1
"Honestly, the carpet was stained and smelled of mold.",Deep Clean & Maintenance,Rooms,honestly the carpet wa stained and smelled of mold,53,9,-1
Review: Staff was arguing loudly in the hallway.,Disciplinary Action,Services,review staff wa arguing loudly in the hallway,48,8,0
Action needed: The presentation of the dishes was poor.,Revise Menu Quality,Food,action needed the presentation of the dish wa poor,55,9,-1
"Honestly, security guard was sleeping on the job.",Disciplinary Action,Services,honestly security guard wa sleeping on the job,49,8,0
Air conditioner is loud and barely cools the room. Terrible.,Upgrade Room Amenities,Rooms,air conditioner is loud and barely cool the room terrible,60,10,-1
Review: Not enough vegetarian or vegan options.,Revise Menu Quality,Food,review not enough vegetarian or vegan option,47,7,0
Review: No one came to clear our table for 30 minutes.,Staff Training (Food),Food,review no one came to clear our table for minute,54,11,0
Not happy. Mosquitoes in the room kept me up all night.,Pest Control Investigation,Rooms,not happy mosquito in the room kept me up all night,55,11,0
Review: No iron or ironing board in the room.,Upgrade Room Amenities,Rooms,review no iron or ironing board in the room,45,9,0
"Honestly, treadmills were all out of order.",Update Gym Equipment,Recreation,honestly treadmill were all out of order,43,7,0
the steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
Feedback: I got food poisoning after eating the seafood.,Inspect Kitchen Hygiene,Food,feedback i got food poisoning after eating the seafood,56,9,0
Action needed: The concierge made a rude comment about my appearance.,Disciplinary Action,Services,action needed the concierge made a rude comment about my appearance,69,11,-1
Review: Tennis coach didn't show up for the lesson.,Recreation Staff Review,Recreation,review tennis coach didnt show up for the lesson,51,9,0
Feedback: The furniture is worn out and chipped.,Upgrade Room Amenities,Rooms,feedback the furniture is worn out and chipped,48,8,0
Review: The carpet was stained and smelled of mold.,Deep Clean & Maintenance,Rooms,review the carpet wa stained and smelled of mold,51,9,-1
Feedback: The bathroom tiles had mold in the grout.,Deep Clean & Maintenance,Rooms,feedback the bathroom tile had mold in the grout,51,9,-1
Action needed: Minibar was empty and not working.,Upgrade Room Amenities,Rooms,action needed minibar wa empty and not working,49,8,0
Not happy. There was a strange object in the soup.,Inspect Kitchen Hygiene,Food,not happy there wa a strange object in the soup,50,10,0
Action needed: The concierge made a rude comment about my appearance.,Disciplinary Action,Services,action needed the concierge made a rude comment about my appearance,69,11,-1
Not happy. Staff seemed confused by the check-in software.,Review Check-in Process,Services,not happy staff seemed confused by the checkin software,58,9,0
"Need better lighting, the room is too dim. Terrible.",Upgrade Room Amenities,Rooms,need better lighting the room is too dim terrible,52,9,-1
Water looked stagnant and dirty.,Pool Maintenance,Recreation,water looked stagnant and dirty,32,5,-1
pool attendant refused to give me a towel.,Recreation Staff Review,Recreation,pool attendant refused to give me a towel,42,8,0
Review: Bike seat is broken.,Update Gym Equipment,Recreation,review bike seat is broken,28,5,-1
Action needed: Elliptical machine makes a squeaking sound.,Update Gym Equipment,Recreation,action needed elliptical machine make a squeaking sound,58,8,0
Kids club staff seemed bored and inattentive. Terrible.,Recreation Staff Review,Recreation,kid club staff seemed bored and inattentive terrible,55,8,-1
Review: Evidence of termites in the wooden furniture.,Pest Control Investigation,Rooms,review evidence of termite in the wooden furniture,53,8,0
Action needed: They couldn't find my booking in the system.,Review Check-in Process,Services,action needed they couldnt find my booking in the system,59,10,0
Pool attendant refused to give me a towel.,Recreation Staff Review,Recreation,pool attendant refused to give me a towel,42,8,0
called reception but no one answered the phone.,Staff Communication Training,Services,called reception but no one answered the phone,47,8,0
Lobby is chaotic and disorganized. Terrible.,Review Check-in Process,Services,lobby is chaotic and disorganized terrible,44,6,-1
Valet scratched my car and denied it.,Disciplinary Action,Services,valet scratched my car and denied it,37,7,0
Found trash from previous guests in the drawer.,Deep Clean & Maintenance,Rooms,found trash from previous guest in the drawer,47,8,0
Not happy. Spa therapist was chatting during the massage.,Recreation Staff Review,Recreation,not happy spa therapist wa chatting during the massage,57,9,0
the toilet wasn't flushed when we arrived.,Deep Clean & Maintenance,Rooms,the toilet wasnt flushed when we arrived,42,7,0
"Honestly, gym is too small for the number of guests.",Update Gym Equipment,Recreation,honestly gym is too small for the number of guest,52,10,-1
Feedback: Everything tastes like frozen food reheated.,Revise Menu Quality,Food,feedback everything taste like frozen food reheated,54,7,0
Review: Scum line around the edge of the pool.,Pool Maintenance,Recreation,review scum line around the edge of the pool,46,9,0
Action needed: No supervision in the children's play area.,Recreation Staff Review,Recreation,action needed no supervision in the childrens play area,58,9,0
Front desk staff gave us wrong information about breakfast.,Staff Communication Training,Services,front desk staff gave u wrong information about breakfast,59,9,0
Review: Not enough vegetarian or vegan options.,Revise Menu Quality,Food,review not enough vegetarian or vegan option,47,7,0
Housekeeper stole money from my wallet.,Disciplinary Action,Services,housekeeper stole money from my wallet,39,6,0
employee was on their phone ignoring guests.,Disciplinary Action,Services,employee wa on their phone ignoring guest,44,7,0
Not happy. Food was cold when it arrived at the table.,Revise Menu Quality,Food,not happy food wa cold when it arrived at the table,54,11,-1
Feedback: Check-in line was huge and only one counter open.,Review Check-in Process,Services,feedback checkin line wa huge and only one counter open,59,10,0
Feedback: The carpet was stained and smelled of mold.,Deep Clean & Maintenance,Rooms,feedback the carpet wa stained and smelled of mold,53,9,-1
Not happy. Pool attendant refused to give me a towel.,Recreation Staff Review,Recreation,not happy pool attendant refused to give me a towel,53,10,0
"Honestly, everything tastes like frozen food reheated.",Revise Menu Quality,Food,honestly everything taste like frozen food reheated,54,7,0
Conflicting information from different staff members. Terrible.,Staff Communication Training,Services,conflicting information from different staff member terrible,63,7,-1
Pool attendant refused to give me a towel. Terrible.,Recreation Staff Review,Recreation,pool attendant refused to give me a towel terrible,52,9,-1
Debris and leaves floating in the water. Terrible.,Pool Maintenance,Recreation,debris and leaf floating in the water terrible,50,8,-1
Saw ants marching across the bathroom sink.,Pest Control Investigation,Rooms,saw ant marching across the bathroom sink,43,7,0
"dust everywhere, especially under the bed.",Deep Clean & Maintenance,Rooms,dust everywhere especially under the bed,42,6,0
front desk staff gave us wrong information about breakfast.,Staff Communication Training,Services,front desk staff gave u wrong information about breakfast,59,9,0
Not happy. Our anniversary dinner was ruined by the terrible service.,Compensate Guest,Food,not happy our anniversary dinner wa ruined by the terrible service,69,11,-1
Feedback: Curtains were dusty and triggered my allergies.,Deep Clean & Maintenance,Rooms,feedback curtain were dusty and triggered my allergy,57,8,0
Not happy. The menu options are very limited and boring.,Revise Menu Quality,Food,not happy the menu option are very limited and boring,56,10,0
Asked for no onions but got onions anyway.,Staff Training (Food),Food,asked for no onion but got onion anyway,42,8,0
no iron or ironing board in the room.,Upgrade Room Amenities,Rooms,no iron or ironing board in the room,37,8,0
Action needed: Dead bugs on the windowsill.,Deep Clean & Maintenance,Rooms,action needed dead bug on the windowsill,43,7,0
the toilet wasn't flushed when we arrived.,Deep Clean & Maintenance,Rooms,the toilet wasnt flushed when we arrived,42,7,0
Not happy. Tiles around the pool are broken and sharp.,Pool Maintenance,Recreation,not happy tile around the pool are broken and sharp,54,10,-1
Feedback: Called reception but no one answered the phone.,Staff Communication Training,Services,feedback called reception but no one answered the phone,57,9,0
